num_round,Leader_P,Follower_P,Leader_Q,Follower_Q,Leader_R,Follower_R
NA,NA,NA,NA,NA,NA,NA
3,74.52237991,74.75545528,586.3438865,0,-1.12E+41,9.24E+40
4,63.83751525,64.07050385,514.036989,0,-2.57E+36,2.13E+36
5,53.13347956,53.36635375,441.7438947,0,-5.77E+31,4.82E+31
32,32,32,32,32,32,32
1,95.85078315,96.08398139,730.9874361,0,-2.06E+50,1.71E+50
2,85.19245777,85.4256012,658.6614304,0,-4.84E+45,4.04E+45
3,74.52237991,74.75545528,586.3438865,0,-1.12E+41,9.44E+40
4,63.83751525,64.07050385,514.036989,0,-2.57E+36,2.17E+36
5,53.13347956,53.36635375,441.7438947,0,-5.77E+31,4.92E+31
32.5,32.5,32.5,32.5,32.5,32.5,32.5
1,95.85078315,96.08398139,730.9874361,0,-2.06E+50,1.74E+50
2,85.19245777,85.4256012,658.6614304,0,-4.84E+45,4.12E+45
3,74.52237991,74.75545528,586.3438865,0,-1.12E+41,9.64E+40
4,63.83751525,64.07050385,514.036989,0,-2.57E+36,2.21E+36
5,53.13347956,53.36635375,441.7438947,0,-5.77E+31,5.01E+31
33,33,33,33,33,33,33
1,95.85078315,96.08398139,730.9874361,0,-2.06E+50,1.78E+50
2,85.19245777,85.4256012,658.6614304,0,-4.84E+45,4.20E+45
3,74.52237991,74.75545528,586.3438865,0,-1.12E+41,9.81E+40
4,63.83751525,64.07050385,514.036989,0,-2.57E+36,2.26E+36
5,53.13347956,53.36635375,441.7438947,0,-5.77E+31,5.10E+31
33.5,33.5,33.5,33.5,33.5,33.5,33.5
1,95.85078315,96.08398139,730.9874361,0,-2.06E+50,1.82E+50
